CustomerID,Churn,Recency,Frequency,TotalSpent,AvgBasketSize,DistinctProducts,AvgTransactionValue,ProductDiversity,AvgDaysBetweenPurchases,LatenessScore,IsSoloShopper,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
13085,1,194,6,1916.4,11.147540983606557,33,319.40000000000003,5.5,0.9666666666666667,98.64406779661016,0,1,4,4,9,Loyal
13078,0,15,20,7794.78,11.452054794520548,70,389.739,3.5,1.055045871559633,7.299107142857142,0,4,4,4,12,Champions
15362,0,253,1,282.9,6.761904761904762,21,282.9,21.0,0.0,253.0,1,1,1,2,4,At Risk
12682,0,27,14,5638.53,10.815217391304348,134,402.7521428571428,9.571428571428571,0.7963636363636364,15.030364372469636,0,3,4,4,11,Champions
18087,0,119,8,1369.32,11.047619047619047,24,171.165,3.0,3.2195121951219514,28.202312138728324,0,2,4,4,10,Champions
13635,0,239,2,737.15,11.0,37,368.575,18.5,0.3684210526315789,174.65384615384616,0,1,2,3,6,Potential
14110,0,13,17,4152.070000000001,9.349726775956285,107,244.23941176470592,6.294117647058823,1.2912087912087913,5.6738609112709835,0,4,4,4,12,Champions
17519,0,34,8,1595.68,13.907894736842104,64,199.46,8.0,2.8933333333333335,8.732876712328766,0,3,4,4,11,Champions
13758,0,104,4,2576.88,12.723809523809523,88,644.22,22.0,1.4230769230769231,42.92063492063492,0,2,3,4,9,Loyal
16321,1,141,2,230.9,11.272727272727273,10,115.45,5.0,11.2,11.557377049180328,0,1,2,2,5,At Risk
16167,0,132,2,666.3,9.533333333333333,25,333.15,12.5,4.172413793103448,25.52,0,1,2,3,6,Potential
17865,0,21,16,7891.7,10.669398907103826,199,493.23125,12.4375,0.6246575342465753,12.925801011804383,0,4,4,4,12,Champions
17592,1,253,1,148.3,2.923076923076923,13,148.3,13.0,0.0,253.0,1,1,1,1,3,Lost
13767,0,17,17,5926.68,11.714285714285714,66,348.62823529411764,3.8823529411764706,1.4375,6.9743589743589745,0,4,4,4,12,Champions
17238,0,8,10,2036.78,2.8666666666666667,208,203.678,20.8,0.6740947075208914,4.778702163061564,0,4,4,4,12,Champions
15712,0,59,4,1391.55,7.491803278688525,40,347.8875,10.0,3.216666666666667,13.992094861660078,0,3,3,4,10,Champions
15311,0,2,78,18160.5,5.285344827586207,425,232.82692307692307,5.448717948717949,0.182916307161346,1.6907366885485047,0,4,4,4,12,Champions
16329,0,160,2,586.5,4.6,55,293.25,27.5,1.576271186440678,62.10526315789473,0,1,2,3,6,Potential
17700,0,20,6,1968.3700000000001,8.98473282442748,112,328.06166666666667,18.666666666666668,1.7769230769230768,7.202216066481995,0,4,4,4,12,Champions
14911,0,2,90,48805.35,10.318791946308725,1077,542.2816666666666,11.966666666666667,0.09106168694922366,1.8330769230769233,0,4,4,4,12,Champions
15998,0,13,8,3444.91,3.356918238993711,392,430.61375,49.0,0.3732283464566929,9.466743119266056,0,4,4,4,12,Champions
12533,1,142,2,1100.89,10.523076923076923,57,550.445,28.5,1.71875,52.229885057471265,0,1,2,4,7,Potential
17984,0,10,2,395.38,2.875,92,197.69,46.0,2.3592233009708736,2.9768786127167632,0,4,2,2,8,Loyal
14871,1,8,5,631.74,2.74468085106383,69,126.348,13.8,2.6129032258064515,2.2142857142857144,0,4,4,3,11,Champions
13394,0,40,8,2586.9,10.487804878048781,118,323.3625,14.75,1.2822085889570551,17.526881720430108,0,3,4,4,11,Champions
16011,0,41,8,984.12,5.262135922330097,70,123.015,8.75,2.0392156862745097,13.490322580645161,0,3,4,4,11,Champions
16393,0,15,6,1265.01,2.732142857142857,195,210.835,32.5,0.8458781362007168,8.12621359223301,0,4,4,4,12,Champions
14040,0,5,16,5079.2,5.599415204678363,192,317.45,12.0,0.7096774193548387,2.9245283018867925,0,4,4,4,12,Champions
12913,0,133,3,666.33,13.235294117647058,15,222.11,5.0,7.4375,15.762962962962963,0,1,3,3,7,Potential
15061,0,5,18,2708.11,18.054054054054053,17,150.45055555555555,0.9444444444444444,6.694444444444445,0.6498194945848376,0,4,4,4,12,Champions
14341,0,44,6,1468.97,9.206521739130435,73,244.82833333333335,12.166666666666666,2.2637362637362637,13.481481481481481,0,3,4,4,11,Champions
17804,0,47,2,214.89000000000001,2.396551724137931,54,107.44500000000001,27.0,3.6140350877192984,10.186311787072244,0,3,2,2,7,Potential
14156,0,3,39,19722.21,9.410159924741299,603,505.6976923076923,15.461538461538462,0.2184557438794727,2.462132921174652,0,4,4,4,12,Champions
13599,0,75,5,1594.65,12.619718309859154,56,318.93,11.2,2.5142857142857142,21.34146341463415,0,2,4,4,10,Champions
17063,0,1,4,1361.09,8.7,75,340.2725,18.75,2.808988764044944,0.26253687315634217,0,4,3,4,11,Champions
15719,0,29,12,2991.28,3.118,199,249.27333333333334,16.583333333333332,0.43887775551102204,20.154596100278553,0,3,4,4,11,Champions
12490,0,27,7,2290.41,10.98473282442748,84,327.20142857142855,12.0,1.7230769230769232,9.915254237288135,0,3,4,4,11,Champions
15793,0,114,3,154.5,7.5,4,51.5,1.3333333333333333,46.0,2.425531914893617,0,2,3,1,6,Potential
17056,1,253,1,112.7,3.4285714285714284,7,112.7,7.0,0.0,253.0,1,1,1,1,3,Lost
13526,1,253,2,348.98,12.071428571428571,17,174.49,8.5,0.0,253.0,0,1,2,2,5,At Risk
14654,1,253,1,216.62,7.08,25,216.62,25.0,0.0,253.0,1,1,1,2,4,At Risk
17998,0,252,2,165.75,2.948717948717949,39,82.875,19.5,0.0,252.0,0,1,2,1,4,At Risk
17742,0,37,6,462.14,11.541666666666666,19,77.02333333333333,3.1666666666666665,9.26086956521739,3.605932203389831,0,3,4,3,10,Champions
15326,1,124,4,1268.46,9.655913978494624,72,317.115,18.0,1.391304347826087,51.85454545454545,0,2,3,4,9,Loyal
14478,0,1,3,586.75,12.766666666666667,30,195.58333333333334,10.0,8.655172413793103,0.10357142857142858,0,4,3,3,10,Champions
15967,0,23,6,1005.17,2.5754189944134076,139,167.52833333333334,23.166666666666668,1.2752808988764044,10.108641975308643,0,4,4,4,12,Champions
17611,0,26,10,3034.42,4.507425742574258,323,303.442,32.3,0.5508684863523573,16.764799999999997,0,4,4,4,12,Champions
15051,0,15,4,1199.19,9.360824742268042,80,299.7975,20.0,2.4583333333333335,4.337349397590361,0,4,3,4,11,Champions
13097,0,0,14,4190.2,5.1454545454545455,233,299.3,16.642857142857142,0.5649202733485194,0.0,0,4,4,4,12,Champions
13590,0,14,5,1463.5,6.926174496644295,140,292.7,28.0,1.6013513513513513,5.381818181818182,0,4,4,4,12,Champions
15984,0,22,11,2093.86,5.314285714285714,175,190.3509090909091,15.909090909090908,0.930327868852459,11.397027600849256,0,4,4,4,12,Champions
16887,0,253,1,201.92000000000002,5.46875,32,201.92000000000002,32.0,0.0,253.0,1,1,1,2,4,At Risk
12921,0,22,19,7789.5,14.07027027027027,110,409.9736842105263,5.7894736842105265,0.6070460704607046,13.689713322091063,0,4,4,4,12,Champions
14543,0,23,14,2140.75,10.865384615384615,34,152.91071428571428,2.4285714285714284,4.411764705882353,4.25,0,4,4,4,12,Champions
15945,0,208,2,270.81,7.75,19,135.405,9.5,2.3684210526315788,61.75,0,1,2,2,5,At Risk
15662,1,176,2,256.78000000000003,14.2,10,128.39000000000001,5.0,8.555555555555555,18.41860465116279,0,1,2,2,5,At Risk
15380,1,64,4,302.66,13.75,5,75.665,1.25,26.714285714285715,2.3092783505154637,0,3,3,2,8,Loyal
13110,0,71,4,724.7,3.072463768115942,53,181.175,13.25,2.676470588235294,19.312,0,2,3,3,8,Loyal
12836,0,13,8,1600.63,5.680672268907563,95,200.07875,11.875,2.0084745762711864,4.321126760563381,0,4,4,4,12,Champions
15005,0,0,20,4436.78,3.268004722550177,324,221.839,16.2,0.2872340425531915,0.0,0,4,4,4,12,Champions
16620,0,77,3,1173.96,10.953846153846154,55,391.32,18.333333333333332,2.734375,20.619246861924687,0,2,3,4,9,Loyal
12758,0,63,4,3379.54,13.940298507462687,106,844.885,26.5,1.4210526315789473,26.02173913043478,0,3,3,4,10,Champions
17961,0,13,44,1125.31,2.0869565217391304,258,25.575227272727272,5.863636363636363,0.7483221476510067,7.435700575815739,0,4,4,4,12,Champions
15601,0,17,13,5477.89,11.471875,115,421.3761538461539,8.846153846153847,0.7272727272727273,9.842105263157894,0,4,4,4,12,Champions
13442,1,182,3,271.07,2.46875,27,90.35666666666667,9.0,2.2580645161290325,55.86138613861386,0,1,3,2,6,Potential
13381,0,79,3,1328.1,13.545454545454545,59,442.7,19.666666666666668,2.646153846153846,21.666666666666668,0,2,3,4,9,Loyal
16763,1,253,1,283.85,9.166666666666666,18,283.85,18.0,0.0,253.0,1,1,1,2,4,At Risk
17243,0,7,30,5996.45,6.136246786632391,173,199.88166666666666,5.766666666666667,0.5979381443298969,4.380645161290322,0,4,4,4,12,Champions
17345,0,49,5,435.21999999999997,5.721311475409836,49,87.044,9.8,3.3833333333333333,11.178707224334602,0,3,4,3,10,Champions
13819,1,184,3,1201.5,11.964912280701755,32,400.5,10.666666666666666,1.2142857142857142,83.09677419354838,0,1,3,4,8,Loyal
15808,0,5,14,8046.81,8.34712643678161,224,574.7721428571429,16.0,0.5529953917050692,3.2195845697329375,0,4,4,4,12,Champions
17191,0,1,6,1316.13,3.111111111111111,96,219.35500000000002,16.0,1.464705882352941,0.40572792362768495,0,4,4,4,12,Champions
13748,0,253,1,173.1,12.857142857142858,7,173.1,7.0,0.0,253.0,1,1,1,1,3,Lost
15265,1,119,2,1720.07,9.086538461538462,102,860.035,51.0,1.2912621359223302,51.936440677966104,0,2,2,4,8,Loyal
15750,0,7,5,1475.08,7.407407407407407,112,295.01599999999996,22.4,1.8134328358208955,2.4880636604774535,0,4,4,4,12,Champions
17428,0,40,8,4328.76,13.042944785276074,134,541.095,16.75,1.2962962962962963,17.419354838709676,0,3,4,4,11,Champions
15485,0,196,3,870.4000000000001,14.130434782608695,22,290.1333333333334,7.333333333333333,2.5454545454545454,55.282051282051285,0,1,3,3,7,Potential
17246,1,61,2,28.97,7.0,5,14.485,2.5,47.75,1.2512820512820513,0,3,2,1,6,Potential
14061,1,239,2,340.1,5.166666666666667,11,170.05,5.5,1.1818181818181819,109.54166666666667,0,1,2,2,5,At Risk
14108,1,246,2,339.65000000000003,12.1875,16,169.82500000000002,8.0,0.4,175.71428571428572,0,1,2,2,5,At Risk
13648,0,110,3,899.46,8.5,53,299.82,17.666666666666668,2.5636363636363635,30.867346938775512,0,2,3,3,8,Loyal
16563,0,45,3,648.44,16.72222222222222,13,216.14666666666668,4.333333333333333,12.176470588235293,3.4151785714285716,0,3,3,3,9,Loyal
16701,0,30,9,1588.03,11.938461538461539,55,176.4477777777778,6.111111111111111,3.421875,6.784452296819788,0,3,4,4,11,Champions
12842,0,252,1,91.20000000000002,24.0,2,91.20000000000002,2.0,0.0,252.0,1,1,1,1,3,Lost
14302,0,177,2,439.45000000000005,8.55,19,219.72500000000002,9.5,3.9473684210526314,35.77659574468085,0,1,2,3,6,Potential
14831,1,195,3,1237.6200000000001,10.253521126760564,60,412.54,20.0,0.8142857142857143,107.48031496062993,0,1,3,4,8,Loyal
15602,0,26,4,580.4,11.542857142857143,24,145.1,6.0,6.588235294117647,3.426356589147287,0,4,3,3,10,Champions
13777,0,20,13,1629.56,16.162790697674417,22,125.35076923076923,1.6923076923076923,5.428571428571429,3.111111111111111,0,4,4,4,12,Champions
14000,0,16,3,858.86,17.2,15,286.2866666666667,5.0,16.785714285714285,0.8995983935742973,0,4,3,3,10,Champions
16823,0,142,2,422.73,5.5777777777777775,43,211.365,21.5,2.5,40.57142857142857,0,1,2,3,6,Potential
16163,0,61,3,732.9300000000001,8.416666666666666,35,244.31000000000003,11.666666666666666,5.428571428571429,9.488888888888889,0,3,3,3,9,Loyal
15759,1,26,3,115.65,6.2,4,38.550000000000004,1.3333333333333333,56.25,0.45414847161572053,0,4,3,1,8,Loyal
16131,0,111,2,2538.81,15.186666666666667,68,1269.405,34.0,1.8918918918918919,38.38317757009346,0,2,2,4,8,Loyal
14560,0,80,10,747.8299999999999,16.214285714285715,23,74.78299999999999,2.3,4.146341463414634,15.545023696682463,0,2,4,3,9,Loyal
17087,1,252,1,221.53,9.416666666666666,12,221.53,12.0,0.0,252.0,1,1,1,2,4,At Risk
14894,0,252,1,299.70000000000005,18.0,3,299.70000000000005,3.0,0.0,252.0,1,1,1,2,4,At Risk
16202,0,69,6,882.48,8.94,44,147.08,7.333333333333333,3.7142857142857144,14.636363636363637,0,2,4,3,9,Loyal
16700,0,35,7,2245.78,10.422535211267606,95,320.8257142857143,13.571428571428571,1.5177304964539007,13.901408450704226,0,3,4,4,11,Champions
17511,0,8,15,6833.39,17.3546511627907,88,455.55933333333337,5.866666666666666,1.3801169590643274,3.361179361179361,0,4,4,4,12,Champions
14299,0,3,12,2078.29,14.26595744680851,61,173.19083333333333,5.083333333333333,2.6451612903225805,0.8230088495575222,0,4,4,4,12,Champions
14799,1,252,1,151.65,6.777777777777778,9,151.65,9.0,0.0,252.0,1,1,1,1,3,Lost
16550,0,28,10,4181.23,7.3462686567164175,146,418.12299999999993,14.6,0.6586826347305389,16.880866425992778,0,3,4,4,11,Champions
14425,0,237,2,394.45,5.791666666666667,22,197.225,11.0,0.6521739130434783,143.44736842105263,0,1,2,2,5,At Risk
15353,0,14,3,986.73,3.8813559322033897,158,328.91,52.666666666666664,1.3522727272727273,5.951690821256038,0,4,3,4,11,Champions
17818,1,252,1,124.78,2.0476190476190474,42,124.78,42.0,0.0,252.0,1,1,1,1,3,Lost
13654,0,161,2,258.68,12.0,11,129.34,5.5,9.1,15.94059405940594,0,1,2,2,5,At Risk
17189,1,75,3,549.72,5.5423728813559325,58,183.24,19.333333333333332,3.0344827586206895,18.58974358974359,0,2,3,3,8,Loyal
13269,0,20,9,1367.7,11.294117647058824,60,151.96666666666667,6.666666666666667,2.7261904761904763,5.367412140575079,0,4,4,4,12,Champions
14653,1,28,4,1103.95,5.915384615384616,116,275.9875,29.0,1.7286821705426356,10.261363636363637,0,3,3,4,10,Champions
17019,0,44,3,845.09,3.1055900621118013,142,281.69666666666666,47.333333333333336,1.3,19.1304347826087,0,3,3,3,9,Loyal
15542,1,27,3,709.16,1.8837209302325582,202,236.38666666666666,67.33333333333333,1.0514018691588785,13.161731207289295,0,3,3,3,9,Loyal
13564,0,10,25,8058.2,6.674681753889675,358,322.328,14.32,0.330028328611898,7.518636847710329,0,4,4,4,12,Champions
15833,1,252,1,80.4,4.8,5,80.4,5.0,0.0,252.0,1,1,1,1,3,Lost
14527,0,2,48,9803.07,3.117248062015504,250,204.230625,5.208333333333333,0.21726479146459748,1.643027888446215,0,4,4,4,12,Champions
17476,0,252,1,171.31,10.454545454545455,11,171.31,11.0,0.0,252.0,1,1,1,1,3,Lost
15287,0,252,1,58.2,13.75,4,58.2,4.0,0.0,252.0,1,1,1,1,3,Lost
14440,0,113,4,1089.65,14.84,22,272.4125,5.5,5.708333333333333,16.84472049689441,0,2,3,4,9,Loyal
15680,0,96,5,1544.34,11.233009708737864,81,308.868,16.2,1.5098039215686274,38.25,0,2,4,4,10,Champions
15581,0,35,17,2739.89,4.324390243902439,349,161.17,20.529411764705884,0.5158924205378973,23.088709677419352,0,3,4,4,11,Champions
13740,0,20,3,662.1800000000001,7.476190476190476,39,220.7266666666667,13.0,5.634146341463414,3.014705882352941,0,4,3,3,10,Champions
17768,0,195,2,373.43,8.756756756756756,33,186.715,16.5,1.5833333333333333,75.48387096774195,0,1,2,2,5,At Risk
12948,1,245,2,117.0,11.333333333333334,5,58.5,2.5,1.2,111.36363636363636,0,1,2,1,4,At Risk
14667,0,9,19,5585.41,7.567088607594937,218,293.968947368421,11.473684210526315,0.5888324873096447,5.664536741214057,0,4,4,4,12,Champions
17377,0,5,41,6993.6900000000005,3.461283185840708,325,170.5778048780488,7.926829268292683,0.25249169435215946,3.992042440318303,0,4,4,4,12,Champions
14467,0,35,5,790.13,3.5350877192982457,75,158.026,15.0,1.9026548672566372,12.057926829268292,0,3,4,3,10,Champions
13457,1,203,2,148.22,10.666666666666666,9,74.11,4.5,6.0,29.0,0,1,2,1,4,At Risk
18108,1,111,2,460.51,6.269230769230769,26,230.255,13.0,5.6,16.81818181818182,0,2,2,3,7,Potential
16210,0,12,10,1648.44,8.235294117647058,43,164.844,4.3,4.7,2.1052631578947367,0,4,4,4,12,Champions
14669,1,148,4,1779.81,5.6,189,444.9525,47.25,0.5,98.66666666666667,0,1,3,4,8,Loyal
17909,1,252,1,77.4,6.4,5,77.4,5.0,0.0,252.0,1,1,1,1,3,Lost
16086,0,64,3,755.28,10.693877551020408,39,251.76,13.0,3.8958333333333335,13.072340425531912,0,3,3,3,9,Loyal
16711,0,140,2,260.61,15.75,4,130.305,2.0,37.0,3.6842105263157894,0,1,2,2,5,At Risk
14739,0,14,12,1802.04,11.71111111111111,69,150.17,5.75,2.606741573033708,3.881619937694704,0,4,4,4,12,Champions
16233,0,7,4,542.1800000000001,11.10344827586207,27,135.54500000000002,6.75,8.714285714285714,0.7205882352941178,0,4,3,3,10,Champions
14204,0,51,2,551.46,2.128787878787879,124,275.73,62.0,1.534351145038168,20.123493975903614,0,3,2,3,8,Loyal
17606,1,252,1,87.30000000000001,7.0,6,87.30000000000001,6.0,0.0,252.0,1,1,1,1,3,Lost
16797,0,54,3,897.08,2.3526570048309177,173,299.0266666666667,57.666666666666664,0.9563106796116505,27.602977667493796,0,3,3,3,9,Loyal
16126,0,36,7,2448.44,7.5479452054794525,91,349.77714285714285,13.0,1.4689655172413794,14.581005586592179,0,3,4,4,11,Champions
17867,0,37,4,157.95,1.6,43,39.4875,10.75,4.840909090909091,6.334630350194552,0,3,3,1,7,Potential
17412,0,7,7,1919.43,10.111940298507463,109,274.20428571428573,15.571428571428571,1.8120300751879699,2.489304812834225,0,4,4,4,12,Champions
16525,0,3,17,2262.88,11.464788732394366,44,133.11058823529413,2.588235294117647,3.414285714285714,0.6796116504854368,0,4,4,4,12,Champions
13623,0,65,3,952.19,3.111111111111111,110,317.3966666666667,36.666666666666664,1.3805970149253732,27.304075235109718,0,3,3,4,10,Champions
14549,0,108,2,445.71,2.448717948717949,68,222.855,34.0,1.8571428571428572,37.8,0,2,2,3,7,Potential
14980,1,252,1,123.13,2.238095238095238,21,123.13,21.0,0.0,252.0,1,1,1,1,3,Lost
14396,0,10,5,1236.09,4.185185185185185,125,247.218,25.0,1.4906832298136645,4.014962593516209,0,4,4,4,12,Champions
16987,0,121,3,512.75,2.1547619047619047,72,170.91666666666666,24.0,1.5662650602409638,47.15023474178404,0,2,3,3,8,Loyal
17809,0,9,5,748.0,15.6,9,149.6,1.8,26.666666666666668,0.3253012048192771,0,4,4,3,11,Champions
15917,1,121,4,348.27,1.5905511811023623,112,87.0675,28.0,1.0317460317460319,59.5546875,0,2,3,2,7,Potential
14080,0,143,3,248.45,3.59375,30,82.81666666666666,10.0,3.4516129032258065,32.1231884057971,0,1,3,2,6,Potential
16200,0,66,8,3011.11,5.111111111111111,182,376.38875,22.75,0.6032786885245902,41.16564417177914,0,2,4,4,10,Champions
15794,1,252,1,394.35,13.3,10,394.35,10.0,0.0,252.0,1,1,1,2,4,At Risk
15615,0,7,18,5851.41,12.771704180064308,148,325.0783333333333,8.222222222222221,0.7645161290322581,3.9670932358318094,0,4,4,4,12,Champions
18001,0,61,2,218.7,3.466666666666667,28,109.35,14.0,6.551724137931035,8.077625570776256,0,3,2,2,7,Potential
17841,0,2,61,13536.38,2.4657187993680885,1115,221.907868852459,18.278688524590162,0.0695322376738306,1.8699763593380616,0,4,4,4,12,Champions
